area,location,bhk,property_type,nearby_school_distance,nearby_hospital_distance,bathrooms,price,price_per_sqft
2656,Outskirts,3,villa,12.4,13.3,4.0,9040074.42,3403.6424774096386
1669,Outskirts,3,apartment,13.6,17.5,4.0,3604223.52,2159.5107968843618
2658,Downtown,2,apartment,8.1,5.3,2.0,37074427.65,13948.242155756207
4706,Suburbs,3,apartment,7.0,9.3,4.0,22770486.65,4838.607447938801
1993,Industrial Area,1,villa,5.3,18.6,1.0,10046910.36,5041.099026593076
4507,Suburbs,3,apartment,9.0,13.4,3.0,22760890.35,5050.119891280231
2972,Suburbs,4,villa,7.1,8.1,5.0,25457751.62,8565.865282637955
3160,Downtown,2,apartment,7.0,3.1,1.0,41578235.64,13157.669506329114
3239,Downtown,3,villa,14.1,5.6,4.0,66736538.43,20604.056322939177
2261,Downtown,2,independent house,14.8,11.8,1.0,30295654.28,13399.227899159665
4014,Downtown,1,villa,12.0,14.5,2.0,76543157.35,19069.047670652715
2475,Outskirts,2,independent house,11.5,2.9,3.0,6600195.68,2666.7457292929294
2862,Downtown,3,independent house,10.4,12.2,3.0,45806055.75,16004.911163522012
1376,Outskirts,3,independent house,2.9,11.2,3.0,3706720.35,2693.837463662791
4312,Outskirts,2,independent house,1.4,10.5,2.0,14631391.35,3393.1798121521333
3948,Downtown,4,independent house,10.5,14.0,4.0,49112470.07,12439.835377406282
1812,Business District,3,villa,11.1,16.8,,24263008.74,13390.181423841059
1960,Industrial Area,4,apartment,1.2,6.8,5.0,7206746.45,3676.9114540816327
3209,Suburbs,3,apartment,,17.8,2.0,15972817.36,4977.506188843877
2824,Outskirts,3,apartment,1.8,3.6,4.0,7273577.05,2575.629266997167
2233,Industrial Area,2,apartment,,3.9,3.0,7731374.99,3462.3264621585313
2105,Business District,2,apartment,,5.7,3.0,24098104.07,11448.030437054633
3063,Suburbs,5,independent house,3.0,2.8,6.0,21829360.19,7126.790790075091
3921,Suburbs,2,independent house,1.3,5.0,,23054644.72,5879.786972711043
4017,Outskirts,5,independent house,5.3,2.6,6.0,14306947.62,3561.600104555638
2897,Downtown,3,apartment,11.6,16.5,3.0,30102626.1,10390.965170866413
4235,Business District,2,apartment,6.5,3.2,3.0,46481433.52,10975.545105076742
3370,Outskirts,1,apartment,10.0,15.1,1.0,7505816.25,2227.245178041543
1660,Business District,2,apartment,8.9,1.4,1.0,18338300.47,11047.168957831325
742,Downtown,4,apartment,0.8,19.0,3.0,9217103.36,12421.97218328841
3090,Downtown,2,apartment,14.8,14.4,2.0,42474672.45,13745.84868932039
1563,Outskirts,2,independent house,1.1,0.6,3.0,5215418.13,3336.799827255278
4824,Downtown,2,villa,14.5,15.4,3.0,80110177.78,16606.58743366501
3095,Industrial Area,2,apartment,8.5,10.5,3.0,9419134.37,3043.339053311793
1419,Suburbs,2,apartment,14.5,15.7,2.0,7621336.78,5370.920916138126
505,Outskirts,2,apartment,2.2,10.7,1.0,1384528.26,2741.640118811881
967,Business District,4,apartment,7.6,13.0,4.0,10223415.36,10572.301302998965
4670,Industrial Area,2,independent house,,15.8,3.0,21442981.52,4591.644865096359
503,Outskirts,2,apartment,1.2,8.4,1.0,1532691.03,3047.099463220676
1145,Downtown,2,apartment,9.5,0.6,1.0,16547145.46,14451.655423580787
617,Downtown,2,apartment,3.5,17.1,2.0,7279848.24,11798.781588330632
3428,Downtown,5,apartment,9.0,7.9,4.0,47131724.66,13749.044533255541
3051,Downtown,3,villa,2.1,10.2,2.0,54978803.85,18019.929154375615
4789,Business District,1,villa,5.3,0.7,1.0,86934498.53,18152.954380872834
1346,Industrial Area,3,villa,,10.1,4.0,7246827.24,5383.972689450223
3262,Suburbs,2,apartment,6.8,19.7,1.0,17548620.35,5379.711940527284
1641,Business District,1,apartment,9.6,5.9,1.0,16802904.37,10239.429841560024
2310,Business District,5,apartment,9.9,8.2,5.0,23647516.84,10237.020277056277
1223,Suburbs,3,independent house,12.7,13.9,3.0,8002501.27,6543.337097301716
724,Suburbs,5,apartment,5.2,16.4,4.0,3242869.58,4479.101629834254
4708,Downtown,2,apartment,10.5,8.6,3.0,54188174.03,11509.807567969414
2548,Business District,3,villa,14.4,6.5,2.0,39575813.15,15532.108771585557
4915,Outskirts,2,villa,11.1,18.8,1.0,20157292.13,4101.178459816887
2073,Suburbs,2,apartment,7.6,13.7,3.0,9005435.43,4344.1560202604915
2328,Suburbs,4,apartment,9.6,2.8,5.0,10483346.27,4503.155614261168
2417,Industrial Area,2,apartment,11.2,1.8,2.0,7390715.59,3057.805374431113
4734,Outskirts,4,independent house,9.4,9.9,4.0,11906458.31,2515.0947000422475
2526,Outskirts,3,apartment,0.7,4.8,3.0,8037346.5,3181.847387173397
4244,Suburbs,2,independent house,3.3,5.5,2.0,29717593.04,7002.260377002827
1401,Downtown,3,apartment,12.3,17.6,4.0,17705253.67,12637.582919343327
2539,Industrial Area,3,independent house,4.5,2.2,2.0,11447657.94,4508.727034265458
509,Outskirts,2,independent house,11.1,14.4,2.0,1589915.99,3123.6070530451866
760,Suburbs,4,apartment,5.9,5.8,4.0,3610522.06,4750.686921052632
2173,Outskirts,3,independent house,8.1,15.3,4.0,6199177.47,2852.8198205246204
2719,Industrial Area,2,apartment,1.5,14.6,3.0,9596396.49,3529.3845126884885
2560,Industrial Area,3,independent house,3.1,0.6,2.0,10450296.47,4082.1470585937504
4213,Business District,5,villa,14.4,10.4,4.0,59202336.63,14052.299223831
2119,Suburbs,2,apartment,13.4,3.2,3.0,10428239.74,4921.302378480415
820,Industrial Area,4,villa,10.0,17.4,4.0,3387615.4,4131.238292682927
1842,Business District,2,independent house,7.2,17.5,2.0,19569071.04,10623.817068403909
2876,Business District,3,apartment,10.3,8.7,3.0,30280779.83,10528.782972878998
3332,Outskirts,3,apartment,9.5,9.2,2.0,6951712.66,2086.348337334934
3324,Outskirts,2,villa,8.7,6.4,2.0,14353761.35,4318.219419374248
2494,Business District,2,independent house,1.4,14.5,2.0,27871527.43,11175.43200882117
3458,Outskirts,3,apartment,9.7,7.5,4.0,9360779.12,2706.9922267206475
2538,Industrial Area,2,apartment,,5.7,2.0,10149861.7,3999.1574862096136
3990,Downtown,3,apartment,,8.9,4.0,58350477.5,14624.179824561403
4177,Industrial Area,2,apartment,0.7,2.3,2.0,17993443.58,4307.743255925305
1618,Business District,4,apartment,11.1,15.1,3.0,14542817.18,8988.14411619283
2104,Business District,3,independent house,8.8,0.7,3.0,26046336.39,12379.437447718632
4527,Industrial Area,4,apartment,6.8,13.1,4.0,14733860.42,3254.663225093881
735,Outskirts,2,villa,2.3,4.1,3.0,2760818.24,3756.215292517007
2469,Outskirts,3,apartment,6.4,5.0,4.0,5622061.28,2277.060056703119
4929,Business District,3,apartment,5.6,12.9,4.0,55448978.29,11249.539113410428
2408,Suburbs,2,apartment,4.9,19.9,2.0,12494905.8,5188.914368770765
875,Outskirts,2,apartment,,15.7,2.0,2304026.42,2633.1730514285714
4030,Industrial Area,1,villa,10.7,4.9,2.0,23213045.61,5760.060945409429
3135,Outskirts,3,independent house,9.0,3.9,2.0,10317050.66,3290.925250398724
2070,Industrial Area,3,villa,14.1,17.4,3.0,10504896.13,5074.829048309179
3060,Business District,1,independent house,5.6,9.2,2.0,40774586.56,13325.0282875817
3891,Outskirts,3,independent house,4.0,3.2,2.0,11502920.77,2956.2890696479053
3465,Industrial Area,2,apartment,10.0,17.3,3.0,10622843.39,3065.7556681096685
4143,Business District,1,independent house,3.4,16.4,2.0,58921837.32,14222.022041998553
4350,Suburbs,5,villa,5.1,19.7,6.0,37455599.39,8610.482618390804
1372,Industrial Area,4,apartment,3.8,18.2,5.0,5275734.43,3845.2874854227402
1752,Suburbs,3,villa,,17.1,2.0,13210155.57,7540.043133561644
1814,Suburbs,1,apartment,12.5,1.5,2.0,10664521.19,5879.008373759647
3398,Downtown,3,apartment,4.2,2.5,4.0,41112198.49,12098.940108887582
577,Outskirts,2,villa,7.4,11.6,2.0,1918560.65,3325.0617850953204
3121,Industrial Area,2,apartment,1.1,10.9,,10811832.93,3464.2207401473884
4727,Suburbs,2,apartment,10.6,9.4,3.0,22745875.93,4811.905210492913
1100,Downtown,3,independent house,5.3,8.2,2.0,15911876.11,14465.341918181817
1565,Business District,3,villa,11.3,8.9,3.0,21862195.4,13969.45392971246
2636,Industrial Area,2,apartment,6.5,11.6,3.0,7913539.96,3002.1016540212445
2949,Suburbs,3,villa,3.3,0.5,3.0,25449211.59,8629.776734486266
2843,Outskirts,4,apartment,7.9,5.6,4.0,8027941.16,2823.75700316567
2363,Downtown,2,apartment,2.4,10.6,2.0,32552883.35,13776.082670334321
1818,Suburbs,3,independent house,6.9,14.6,3.0,9597590.64,5279.202772277228
4097,Outskirts,4,villa,5.1,3.9,4.0,16714711.17,4079.744000488162
4262,Suburbs,2,apartment,13.7,11.2,1.0,21670611.19,5084.610790708588
2690,Industrial Area,2,independent house,1.4,14.4,1.0,11542632.94,4290.941613382899
1492,Industrial Area,3,independent house,10.6,9.2,4.0,5598524.69,3752.3623927613944
3212,Industrial Area,3,apartment,3.1,1.0,2.0,12771872.76,3976.299115815691
2692,Downtown,4,apartment,5.1,9.3,3.0,39424868.01,14645.196140416047
1748,Industrial Area,2,apartment,,6.3,1.0,5448201.32,3116.819977116705
3554,Outskirts,5,villa,13.7,18.6,5.0,12372246.45,3481.2173466516597
4533,Suburbs,1,villa,4.0,2.9,2.0,36917817.86,8144.235133465696
2497,Business District,1,villa,1.8,13.2,,40557722.03,16242.579907889467
4187,Outskirts,3,independent house,5.1,1.5,4.0,12609324.53,3011.5415643658944
2651,Outskirts,2,villa,2.0,9.2,3.0,9565761.47,3608.3596642776315
4518,Industrial Area,2,apartment,2.4,11.3,3.0,14811684.19,3278.3718880035412
3610,Downtown,2,apartment,8.8,6.3,2.0,52260711.92,14476.651501385042
2470,Suburbs,2,apartment,1.4,9.4,1.0,14147875.3,5727.884736842106
697,Downtown,1,apartment,0.9,3.7,1.0,10457892.09,15004.149340028694
3126,Suburbs,5,villa,10.9,6.4,5.0,25756479.72,8239.436890595009
1702,Suburbs,2,independent house,5.7,12.6,3.0,9176267.37,5391.4614394829605
2535,Downtown,3,apartment,2.3,6.4,4.0,38459293.39,15171.318891518738
977,Outskirts,3,apartment,4.2,18.0,4.0,2586343.54,2647.229825997953
1754,Suburbs,4,villa,9.8,12.8,4.0,12034933.19,6861.421431014823
1422,Downtown,1,apartment,4.5,9.1,1.0,20175400.32,14188.04523206751
919,Suburbs,4,apartment,,1.3,5.0,5635588.61,6132.305342763874
2704,Business District,3,apartment,2.3,10.2,3.0,31408233.95,11615.47113535503
3097,Outskirts,3,apartment,9.0,15.4,2.0,6657659.76,2149.7125476267356
1620,Industrial Area,3,independent house,5.1,5.7,3.0,7912865.91,4884.48512962963
3568,Suburbs,4,apartment,9.6,16.2,4.0,19585362.02,5489.170969730942
1450,Business District,2,apartment,12.2,5.4,2.0,14090968.85,9717.909551724139
2836,Industrial Area,3,apartment,9.4,16.6,3.0,7952520.32,2804.13269393512
2743,Industrial Area,3,independent house,,2.2,2.0,10998003.18,4009.479832300401
3145,Suburbs,3,apartment,4.2,17.4,4.0,18584207.33,5909.127926868044
2357,Downtown,5,apartment,5.2,10.2,5.0,30547798.07,12960.457390750955
2365,Suburbs,2,apartment,2.9,6.3,1.0,12330312.21,5213.66266807611
3412,Business District,5,apartment,3.1,5.7,6.0,34968315.61,10248.627083821806
3353,Industrial Area,1,apartment,12.0,8.9,2.0,10084162.11,3007.504357291977
3728,Suburbs,1,villa,6.1,20.0,1.0,29536404.4,7922.85525751073
4219,Downtown,1,apartment,6.8,4.8,1.0,54591011.3,12939.324792604883
3728,Suburbs,2,apartment,9.1,2.5,2.0,22534125.29,6044.561504828326
2871,Outskirts,3,independent house,9.0,11.9,3.0,8833567.11,3076.825882967607
3391,Downtown,1,apartment,1.5,10.0,2.0,48959487.18,14438.06758478325
4256,Business District,1,apartment,12.6,10.7,1.0,38317175.13,9003.095660244362
4725,Industrial Area,4,apartment,3.1,13.5,5.0,14350654.65,3037.1755873015873
594,Suburbs,4,independent house,11.0,5.7,5.0,3592171.55,6047.426851851851
3174,Downtown,4,apartment,11.7,18.3,5.0,35969334.58,11332.49356647763
2455,Outskirts,4,independent house,10.9,9.0,5.0,6518963.68,2655.3823543788185
1293,Downtown,3,villa,8.9,3.0,4.0,29110924.72,22514.249590100542
2334,Outskirts,2,apartment,0.7,15.0,1.0,6147717.09,2633.983329048843
2616,Business District,2,independent house,5.7,13.0,3.0,28657146.65,10954.566762232414
4606,Industrial Area,3,apartment,9.3,6.7,3.0,14077040.79,3056.239858879722
3825,Business District,2,apartment,6.1,12.6,2.0,35976633.08,9405.655707189542
3419,Suburbs,3,independent house,13.0,4.8,3.0,24115238.56,7053.301713951448
3097,Downtown,1,villa,5.0,9.2,1.0,55626575.36,17961.43860510171
3705,Outskirts,2,villa,4.8,18.0,2.0,13475410.43,3637.087835357625
1314,Outskirts,3,apartment,4.4,3.1,2.0,3820639.84,2907.6406697108064
845,Downtown,3,apartment,5.3,8.0,4.0,10309963.56,12201.140307692309
2849,Downtown,3,villa,8.6,16.5,3.0,47730682.92,16753.48645840646
862,Suburbs,3,apartment,10.8,19.4,2.0,3713873.17,4308.437552204176
2943,Business District,1,apartment,,9.4,2.0,28531687.22,9694.762901800883
2765,Outskirts,2,apartment,12.2,10.4,1.0,5851456.95,2116.259294755877
2688,Suburbs,4,apartment,13.3,11.7,4.0,11039215.71,4106.851082589286
3505,Business District,3,independent house,12.3,18.7,2.0,44067810.18,12572.841706134093
3781,Suburbs,2,apartment,,17.2,2.0,17188347.59,4545.979262099973
1484,Outskirts,4,independent house,11.2,3.8,3.0,4986423.14,3360.123409703504
2139,Downtown,2,apartment,3.5,9.0,3.0,30580370.74,14296.573510986442
1327,Downtown,2,villa,2.4,9.5,,26603693.27,20047.997942727958
3230,Business District,2,apartment,9.8,15.9,3.0,29310679.41,9074.513749226006
4031,Industrial Area,3,apartment,5.1,12.3,4.0,12231502.54,3034.3593500372112
4951,Business District,3,apartment,1.3,13.3,4.0,56442222.2,11400.16606746112
3435,Industrial Area,2,apartment,2.5,20.0,2.0,12388177.51,3606.4563347889375
4376,Suburbs,4,apartment,0.5,2.0,5.0,26793463.89,6122.8208158135285
626,Suburbs,2,independent house,,4.8,3.0,3466243.48,5537.130159744409
3677,Outskirts,2,villa,0.9,8.5,3.0,16913817.82,4599.896062007071
3556,Industrial Area,2,apartment,3.5,7.3,3.0,11036959.95,3103.757016310461
1103,Outskirts,2,apartment,6.5,0.9,1.0,2941696.62,2666.996029011786
3949,Downtown,1,apartment,5.7,2.3,1.0,52905646.38,13397.226229425172
4646,Industrial Area,3,apartment,13.7,13.8,4.0,12643165.86,2721.301304347826
4033,Business District,4,villa,1.1,17.6,4.0,64479712.64,15988.026937763452
3867,Downtown,3,independent house,7.9,10.5,2.0,61480672.73,15898.803395396948
3868,Downtown,2,apartment,10.4,11.0,2.0,50917451.34,13163.767150982421
4297,Business District,1,apartment,14.0,5.5,1.0,48530857.93,11294.12565278101
2292,Downtown,2,apartment,9.5,15.5,2.0,27573932.59,12030.51160122164
3361,Industrial Area,2,villa,12.2,15.2,2.0,16765058.26,4988.11611425171
3976,Outskirts,3,apartment,1.7,12.0,4.0,9203821.0,2314.8443158953723
3917,Downtown,2,villa,6.1,4.6,1.0,78419896.64,20020.3974061782
2145,Industrial Area,3,villa,5.9,2.4,2.0,10579652.41,4932.2388857808855
1705,Suburbs,4,apartment,13.4,1.8,4.0,8670002.43,5085.045413489736
3530,Industrial Area,2,villa,2.7,12.1,3.0,17543289.4,4969.770368271954
3372,Outskirts,4,apartment,2.7,16.6,4.0,8628697.9,2558.9258303677343
3572,Industrial Area,3,villa,5.3,17.2,3.0,18543027.79,5191.217186450168
2354,Business District,3,apartment,1.3,9.5,3.0,28242626.97,11997.717489379778
4521,Outskirts,3,apartment,3.1,15.8,4.0,11413157.94,2524.476429993364
3208,Suburbs,2,independent house,14.5,19.0,3.0,21145194.22,6591.3947069825435
4002,Business District,2,independent house,6.7,5.9,1.0,54281555.3,13563.607021489255
1832,Industrial Area,2,independent house,9.7,8.3,3.0,7235588.09,3949.5568176855895
701,Outskirts,2,apartment,11.0,18.7,2.0,1755093.02,2503.699029957204
4007,Suburbs,3,villa,5.8,7.1,3.0,27662527.19,6903.550583978039
4712,Business District,2,apartment,2.6,18.3,1.0,54527276.0,11572.002546689304
1074,Suburbs,4,independent house,3.5,19.6,5.0,6854135.54,6381.876666666667
1036,Industrial Area,3,apartment,5.0,13.4,3.0,4036037.23,3895.788832046332
2125,Suburbs,2,independent house,9.7,16.4,1.0,12788744.97,6018.232927058823
2622,Downtown,2,independent house,6.3,15.1,1.0,43462580.17,16576.117532418004
885,Business District,4,villa,0.6,14.1,4.0,15522134.14,17539.134621468926
3781,Suburbs,4,apartment,8.1,6.5,4.0,18475640.54,4886.442882835228
974,Industrial Area,3,apartment,13.9,1.6,4.0,3195689.08,3280.9949486652977
917,Industrial Area,2,independent house,12.3,7.2,1.0,3568529.44,3891.526106870229
4100,Suburbs,2,apartment,12.5,13.5,2.0,19486592.9,4752.827536585365
1454,Industrial Area,2,independent house,12.0,2.5,1.0,5630624.78,3872.5067262723524
1705,Outskirts,2,apartment,5.2,0.7,3.0,5383000.32,3157.1849384164225
4620,Outskirts,3,apartment,11.6,3.2,3.0,12184041.36,2637.2383896103893
2490,Outskirts,3,independent house,2.6,14.5,4.0,8959052.94,3598.0132289156622
4072,Downtown,3,villa,10.0,19.5,2.0,80112918.92,19674.096001964637
4880,Suburbs,4,apartment,,19.7,5.0,25303914.77,5185.22843647541
4658,Downtown,3,apartment,0.9,10.1,4.0,70603206.44,15157.407994847574
3213,Industrial Area,2,apartment,11.9,17.5,1.0,10296636.27,3204.679822595705
2703,Downtown,2,villa,13.6,14.9,3.0,54304284.08,20090.375168331484
3620,Industrial Area,4,apartment,4.4,10.3,3.0,11867396.48,3278.286320441989
1466,Industrial Area,1,independent house,12.3,11.7,2.0,5424487.37,3700.1960231923604
3932,Business District,4,independent house,1.7,3.2,3.0,52523870.87,13358.054646490335
1188,Outskirts,4,apartment,9.2,18.8,3.0,2919992.53,2457.9061700336697
4743,Industrial Area,2,villa,7.5,7.4,2.0,24606382.33,5187.936396795277
4201,Business District,3,apartment,8.4,9.2,2.0,41494611.92,9877.317762437515
841,Outskirts,4,apartment,13.9,13.6,,1900929.71,2260.320701545779
2224,Industrial Area,3,independent house,13.1,7.0,3.0,9995984.1,4494.597167266187
4922,Industrial Area,4,apartment,11.9,5.5,3.0,17078485.06,3469.826302316131
2292,Downtown,4,apartment,4.5,12.8,5.0,28581301.05,12470.026636125654
2259,Downtown,2,apartment,13.7,1.0,3.0,31525392.56,13955.46372731297
3712,Outskirts,2,apartment,1.9,14.6,2.0,10599507.77,2855.4708432112066
1489,Industrial Area,4,apartment,12.9,10.5,5.0,5423383.16,3642.2989657488247
2762,Suburbs,3,villa,5.3,12.3,4.0,21051878.32,7621.968979000724
2982,Downtown,2,villa,1.3,12.8,1.0,52587679.76,17635.036807511737
1451,Outskirts,1,villa,10.2,10.8,2.0,5130775.27,3536.0270640937283
1222,Industrial Area,3,apartment,3.9,11.9,3.0,4182016.85,3422.272381342062
3889,Industrial Area,4,apartment,4.0,13.8,3.0,14971475.09,3849.6978889174593
2579,Suburbs,4,apartment,4.9,15.2,5.0,12752783.15,4944.8558162078325
3217,Outskirts,3,apartment,1.4,14.7,3.0,9713669.63,3019.4807677960835
2832,Industrial Area,2,apartment,3.1,17.5,3.0,9800123.41,3460.4955543785313
3876,Downtown,2,apartment,0.6,4.2,2.0,63216302.88,16309.675665634675
2000,Suburbs,4,apartment,,8.3,4.0,8868988.6,4434.494299999999
785,Outskirts,2,apartment,1.7,19.0,2.0,2328261.78,2965.9385732484075
3995,Suburbs,2,independent house,10.4,8.2,2.0,26572095.73,6651.3381051314145
2565,Downtown,2,independent house,3.9,2.9,3.0,48981820.11,19096.22616374269
1268,Outskirts,3,villa,14.2,10.7,4.0,3897987.53,3074.1226577287066
3557,Suburbs,4,independent house,13.1,2.6,5.0,20178945.33,5673.023708181051
4789,Business District,2,villa,4.7,4.5,3.0,81882025.62,17097.93811234078
2661,Downtown,2,apartment,11.9,20.0,1.0,27386218.2,10291.701691093573
3793,Downtown,3,apartment,12.1,11.1,3.0,39557168.12,10428.992385974163
1446,Downtown,5,villa,14.8,6.0,5.0,25042575.89,17318.517213001385
3835,Business District,2,villa,9.2,19.9,2.0,55984393.06,14598.277199478489
4650,Business District,2,villa,1.7,19.3,1.0,74924857.51,16112.8725827957
1981,Industrial Area,2,villa,9.9,9.1,3.0,8282467.33,4180.952715800101
2401,Suburbs,4,apartment,9.6,5.6,4.0,11008221.42,4584.848571428572
3951,Industrial Area,2,villa,9.8,16.8,3.0,19010533.26,4811.57511009871
4564,Suburbs,2,independent house,5.0,14.5,3.0,28718855.81,6292.474980280455
554,Business District,3,apartment,13.0,13.9,2.0,4757417.87,8587.396877256318
2323,Business District,3,villa,14.4,17.9,2.0,32436037.15,13962.99489883771
3962,Industrial Area,1,apartment,3.7,13.9,1.0,15336102.18,3870.7981272084803
3579,Outskirts,4,villa,,6.0,4.0,16479246.0,4604.427493713328
1332,Industrial Area,2,villa,3.3,14.0,2.0,7941846.04,5962.346876876877
4908,Suburbs,3,apartment,12.4,6.5,2.0,27404587.52,5583.656788916055
3306,Industrial Area,2,villa,10.3,15.3,1.0,15367314.6,4648.3105263157895
2990,Downtown,3,apartment,9.7,12.6,2.0,38030366.75,12719.186204013378
827,Suburbs,2,villa,,2.0,1.0,6748785.67,8160.563083434099
3810,Suburbs,4,apartment,8.9,10.5,3.0,19365543.26,5082.81975328084
3800,Outskirts,3,villa,,7.2,2.0,14155457.17,3725.120307894737
4175,Business District,3,apartment,7.4,6.9,2.0,44303660.43,10611.65519281437
3554,Suburbs,3,villa,12.0,12.2,3.0,25771185.42,7251.31835115363
2643,Business District,3,apartment,14.7,6.8,2.0,22623348.66,8559.72329171396
1811,Industrial Area,1,independent house,14.0,15.6,,7560725.33,4174.8897459966865
3691,Downtown,2,independent house,,1.9,2.0,52796489.06,14304.115161202926
3038,Outskirts,4,independent house,6.3,13.4,4.0,8586060.14,2826.2212442396317
4483,Business District,2,villa,7.3,16.3,3.0,56842448.17,12679.555692616552
664,Suburbs,3,villa,10.7,13.6,2.0,4603243.12,6932.595060240964
4777,Business District,5,apartment,13.9,10.2,4.0,39849267.39,8341.902321540716
1322,Suburbs,1,apartment,2.6,19.0,1.0,7792575.87,5894.535453857791
1443,Business District,3,apartment,4.9,6.3,2.0,14987638.07,10386.44356895357
4925,Suburbs,2,villa,2.5,0.9,3.0,42297657.63,8588.356879187817
1274,Industrial Area,3,independent house,9.4,8.9,3.0,4771068.6,3744.9518053375195
2698,Suburbs,1,apartment,,1.1,2.0,15781980.41,5849.510900667161
3656,Suburbs,1,independent house,5.2,19.1,2.0,24226647.27,6626.54465809628
4742,Downtown,3,villa,1.5,4.6,2.0,104639300.77,22066.491094474903
4195,Suburbs,4,villa,5.6,15.9,3.0,34237972.33,8161.614381406436
3952,Downtown,3,apartment,13.0,15.6,2.0,53199868.51,13461.505189777328
1414,Outskirts,3,apartment,3.9,4.7,4.0,4300049.48,3041.0533804809056
1808,Downtown,1,apartment,10.6,12.6,1.0,22828911.66,12626.61043141593
4677,Industrial Area,3,villa,9.6,1.4,3.0,22837089.53,4882.850017104982
1013,Downtown,2,apartment,13.0,9.9,1.0,12673997.48,12511.349930898323
2420,Outskirts,4,apartment,2.4,0.8,3.0,7040505.02,2909.299595041322
4094,Industrial Area,4,independent house,14.7,18.5,3.0,16745428.45,4090.2365534929163
1909,Business District,3,independent house,8.9,19.5,2.0,24520785.6,12844.832687270824
3690,Business District,4,independent house,14.9,4.8,5.0,48568408.97,13162.170452574526
4991,Downtown,1,apartment,13.7,4.6,2.0,70581896.37,14141.834576237228
2055,Downtown,3,apartment,3.7,15.2,3.0,23121370.25,11251.27506082725
1304,Outskirts,2,villa,1.3,5.4,3.0,4705551.83,3608.5520168711655
1779,Outskirts,4,apartment,4.2,18.0,3.0,4247387.65,2387.5141371557056
4077,Suburbs,2,apartment,8.1,11.7,2.0,22442506.73,5504.661940152073
3401,Outskirts,3,apartment,3.0,7.3,3.0,10040738.68,2952.290114672155
1887,Suburbs,4,apartment,2.9,16.7,5.0,10402049.49,5512.479856915739
3261,Industrial Area,1,apartment,7.2,10.1,2.0,11450916.1,3511.473811714198
3179,Downtown,2,apartment,1.0,18.3,1.0,45325594.61,14257.815228059138
2606,Industrial Area,3,apartment,2.3,18.6,3.0,10355709.98,3973.7950805832697
4723,Outskirts,2,apartment,6.5,3.7,1.0,13991778.35,2962.476889688757
3268,Industrial Area,2,villa,1.4,0.5,2.0,19947488.81,6103.882744798041
